country,region,habitatcode,habitatname,priority,range_surface_area,range_trend,complementary_favourable_range,complementary_favourable_range_q,coverage_surface_area,coverage_surface_area_min,coverage_surface_area_max,coverage_trend,complementary_favourable_area,complementary_favourable_area_q,method_range,conclusion_range,method_area,conclusion_area,method_structure,conclusion_structure,method_future,conclusion_future,method_assessment,conclusion_assessment,conclusion_assessment_trend,conclusion_assessment_prev,conclusion_assessment_trend_prev,conclusion_assessment_change,conclusion_assessment_trend_change,target1,future_range,future_area,future_structure,backcasted_2007,hab_condition_trend,hab_condition_good_best,hab_condition_good_min,hab_condition_good_max,hab_condition_notgood_best,hab_condition_notgood_min,hab_condition_notgood_max,hab_condition_unknown_best,hab_condition_unknown_min,hab_condition_unknown_max,use_for_statistics
EU28,CON,3180,Turloughs,Y,2269,S,2269,,6.77,6.77,6.77,S,6.77,,0EQ,FV,0EQ,FV,2XA,FV,2XA,FV,MTX,FV,S,U1,S,gen,nc,A+,,,,U1,,6.72,,,6.72,,,0,,,Yes
EU28,ATL,3180,Turloughs,Y,16834.26,S,16834.26,,60.16,56.86,63.46,S,60.16,aeq,0EQ,FV,0EQ,FV,2XA,U1,2XA,U1,MTX,U1,S,U1,S,nc,nc,D,,,,U1,S,10.9077,10.9077,10.9077,2.951,2.951,2.951,0,0,0,Yes
EU28,ALP,3180,Turloughs,Y,692,I,692,aeq,29.1,29.1,29.1,S,29.1,,2XA,FV,2XA,FV,2XA,U1,2XA,U1,MTX,U1,I,U1,S,nc,gen,B1,,,,U1,,29.1,29.1,29.1,0,0,0,0,0,0,Yes
EU28,MED,5110,Stable xerothermophilous formations with Buxus sempervirens on rock slopes (Berberidion p.p.),N,177500,Unk,,x,2497.6,2492.4,2502.8,Unk,2497.6,aeq,2GD,XX,1,XX,1,XX,2GD,XX,MTX,XX,Unk,XX,,nc,nong,D,,,,XX,S,153.64,149.14,158.14,384.22,384.22,384.22,1958.63,1958.43,1958.83,Yes
EU28,ALP,5110,Stable xerothermophilous formations with Buxus sempervirens on rock slopes (Berberidion p.p.),N,30800,S,30800,aeq,257.47,,,I,258.1,lt,1,U1,1,U1,1,U1,2XA,U2,MTX,U2,D,U1,S,nong,gen,C,,,,U1,Unk,65.88,28.38,103.38,42.92,5.42,80.42,148.7,148.68,148.72,Yes
EU28,ATL,5110,Stable xerothermophilous formations with Buxus sempervirens on rock slopes (Berberidion p.p.),N,11500,S,12190,lt,64.23,58.73,69.73,D,64.23,aeq,1,U1,1,U1,2XA,XX,2XA,U1,MTX,U1,D,U1,S,nc,nong,C,,,,U1,D,8.72,6.22,11.22,18.96,16.46,21.46,41.55,39.05,44.05,Yes
EU28,CON,5110,Stable xerothermophilous formations with Buxus sempervirens on rock slopes (Berberidion p.p.),N,12470,S,12470,aeq,38.66,22.99,54.44,S,38.66,aeq,0EQ,FV,1,FV,2XA,U1,2XA,U1,MTX,U1,D,FV,S,gen,gen,C,,,,FV,D,2.46,2.33,2.6,0.2,0.11,0.3,20.24,20.24,20.24,Yes
EU28,MED,6150,Siliceous alpine and boreal grasslands,N,900,Unk,990,lt,2.2,,,Unk,2.42,lt,0MS,FV,0MS,FV,0MS,U1,0MS,XX,MTX,U1,Unk,XX,Unk,nong,nc,D,,,,XX,Unk,2.2,,,0,,,0,,,No
EU28,ALP,6150,Siliceous alpine and boreal grasslands,N,182930,S,183066.63,lt,10665,10062,11268,S,10840,lt,1,FV,1,FV,2XA,FV,2XA,FV,MTX,FV,S,FV,S,nc,nc,A=,,,,FV,S,8279,,,72,,,2383,,,Yes
EU28,BOR,6150,Siliceous alpine and boreal grasslands,N,16400,S,16400,aeq,80,,,S,80,aeq,0EQ,FV,0EQ,FV,2XA,FV,0EQ,FV,MTX,FV,S,FV,S,nc,nc,A=,,,,FV,S,71.5,,,0,,,8.5,,,Yes
EU28,CON,6150,Siliceous alpine and boreal grasslands,N,10853,S,10853,aeq,31.18,21.93,40.43,S,31.18,aeq,0EQ,FV,0EQ,FV,1,U1,2XA,U1,MTX,U1,S,U1,S,nc,nc,D,,,,U1,S,,9.49,10.59,,0.05,1.15,,11.29,29.8,Yes
EU28,ATL,6150,Siliceous alpine and boreal grasslands,N,39961.42,S,39961.42,,712.22,,,S,783.44,,0MS,FV,0MS,U1,0MS,U2,0MS,U2,MTX,U2,I,U2,S,nc,gen,B1,,,,U2,I,125,,,201,,,385,,,Yes
EU28,MED,7120,Degraded raised bogs still capable of natural regeneration,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
EU28,MAC,7120,Degraded raised bogs still capable of natural regeneration,N,2800,S,2800,aeq,139,115,140,I,139,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,FV,,nc,nong,A=,good,good,good,FV,D,61.5,55,58,65,58,72,0,0,0,Yes
EU28,ALP,7120,Degraded raised bogs still capable of natural regeneration,N,20839.84,S,20839.84,mmt,23.01,17.81,28.01,Unk,4.11,,2GD,U2,2GD,U2,2GD,U2,2GD,U2,MTX,U2,Unk,XX,Unk,nong,nc,D,bad,bad,bad,XX,D,10.27,9.08,11.47,12.3,6.61,18,5.49,1.39,10.49,Yes
EU28,ATL,7120,Degraded raised bogs still capable of natural regeneration,N,142274,S,142274,aeq,686.43,663.61,709.26,S,661.43,,1,U2,1,U2,1,U2,0EQ,U2,MTX,U2,S,U2,S,nc,nc,D,bad,bad,bad,U2,I,142.88,93.31,192.44,367.21,317.65,416.78,193.84,186.34,201.31,Yes
EU28,BOR,7120,Degraded raised bogs still capable of natural regeneration,N,161575,Unk,161575,,440.59,375.92,505.26,I,433.59,,2XA,U1,2XA,U1,2XA,U2,2XA,U1,MTX,U2,Unk,U2,I,nc,nong,D,poor,poor,unknown,U2,Unk,13.54,11.78,15.31,128.93,113.02,144.83,285.12,238.12,332.12,Yes
EU28,CON,7120,Degraded raised bogs still capable of natural regeneration,N,135712,S,135712,aeq,206.47,182.79,227.99,S,200.57,,2XA,FV,2XA,U1,0EQ,U2,2XA,U2,MTX,U2,S,U2,S,nc,nc,D,good,poor,bad,U2,S,62.09,42.34,81.83,116.41,95.48,137.34,28.24,27.62,28.85,Yes
EU28,MED,7230,Alkaline fens,N,,D,,x,,,,D,,x,2GD,U1,2GD,U2,2GD,U1,2GD,U2,MTX,U2,D,U2,D,nc,nc,C,,,,U2,S,,,,,,,,,,Yes
EU28,ALP,7230,Alkaline fens,N,263198.91,S,271482,lt,,,,S,,mt,1,U1,2GD,U1,2GD,XX,2GD,U1,MTX,U1,D,U1,S,nc,nong,C,,,,U1,S,,,,,,,,,,Yes
EU28,CON,7230,Alkaline fens,N,250913,D,250913,mt,,,,D,,mt,2GD,U1,2GD,U1,2GD,U2,2GD,U2,MTX,U2,D,U2,D,nc,nc,C,,,,U2,D,,,,,,,,,,Yes
EU28,BOR,7230,Alkaline fens,N,650825,S,676080,lt,2316.86,2016.34,2617.38,D,,mt,1,U1,1,U1,2XA,U1,2XA,U1,MTX,U1,D,U1,D,nc,nc,C,,,,U1,D,1116.99,,,309.86,,,227.5,,,Yes
EU28,PAN,7230,Alkaline fens,N,17326.45,D,17326.45,aeq,4.01,3,5,D,4.41,lt,1,U1,1,U1,1,U2,2XA,U2,MTX,U2,D,U2,D,nc,nc,C,poor,poor,bad,U2,D,2,1.5,2.5,1.6,1.2,2,0.41,0.31,0.51,Yes
EU28,ATL,7230,Alkaline fens,N,225182.14,S,225182.14,mt,208.32,203.29,213.36,D,208.65,mmt,1,U1,1,U2,2XA,U2,2XA,U2,MTX,U2,D,U2,Unk,nc,nong,C,,,,U2,Unk,41.91,38.49,45.34,125.22,119.96,130.48,6.26,5.95,6.57,Yes
EU28,BOR,9050,Fennoscandian herb-rich forests with Picea abies,N,857077,S,857077,x,3805.06,2754.13,4855.98,D,6055.06,mt,1,FV,1,U2,2XA,U1,2XA,U1,MTX,U2,S,U2,S,nc,nc,D,good,bad,poor,U2,S,338.06,379.25,296.8,242.55,241.9,243.2,3164.98,2114.98,4214.98,Yes
EU28,ALP,9050,Fennoscandian herb-rich forests with Picea abies,N,68900,S,68900,aeq,659,659,659,D,709,aeq,0EQ,FV,1,U1,0EQ,U1,0EQ,U1,MTX,U1,Unk,U1,D,nc,nong,D,good,poor,poor,U1,Unk,349.59,349.59,349.59,6,6,6,303.41,303.41,303.41,Yes
EU28,BOR,9060,"Coniferous forests on, or connected to, glaciofluvial eskers",N,493914,S,493914,aeq,7116.26,7116.26,7116.26,S,7356.26,mt,0EQ,FV,1,U1,2XA,U2,2XA,U2,MTX,U2,D,U2,D,nc,nc,C,good,poor,bad,U2,D,103.81,48.81,158.81,54.45,54.45,54.45,6958,6903,7013,Yes
EU28,CON,9080,Fennoscandian deciduous swamp woods,Y,20000,S,20000,aeq,60,60,60,D,50,aeq,0MS,FV,0MS,U1,0MS,U2,0MS,U2,MTX,U2,Unk,U2,Unk,nc,nc,D,good,poor,bad,U2,Unk,24,24,24,22,22,22,14,14,14,Yes
EU28,BOR,9080,Fennoscandian deciduous swamp woods,Y,754253,S,754253,aeq,,,,D,,,0EQ,FV,2GD,U2,2GD,U2,2GD,U2,MTX,U2,Unk,U2,D,nc,nong,D,good,bad,bad,U2,Unk,,,,,,,,,,Yes
EU28,MED,91CA,Rhodopide and Balkan Range Scots pine forests,N,722,S,722,aeq,182.2,,,S,182.2,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,U1,MTX,U1,S,FV,,nong,nong,D,good,good,poor,,S,164.52,164.52,164.52,,,,18.28,18.28,18.28,Yes
EU28,CON,91CA,Rhodopide and Balkan Range Scots pine forests,N,43400,S,43400,aeq,337.74,,,S,337.74,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,U1,MTX,U1,S,U1,S,nc,nc,D,poor,poor,poor,U1,S,,,,,,,,,,Yes
EU28,ALP,91CA,Rhodopide and Balkan Range Scots pine forests,N,26000,S,26000,aeq,1919.02,,,S,1919.02,aeq,1,FV,0MS,FV,0MS,XX,0MS,U1,MTX,U1,S,U1,S,nc,nc,D,poor,poor,poor,U1,Unk,,,,,,,,,,Yes
EU28,ATL,91F0,"Riparian mixed forests of Quercus robur, Ulmus laevis and Ulmus minor, Fraxinus excelsior or Fraxinus angustifolia, along the great rivers (Ulmenion minoris)",N,99772,S,99772,aeq,509.35,409.25,609.45,S,509.35,mt,1,FV,1,U1,0EQ,U2,2XA,U2,MTX,U2,S,U1,S,nong,nc,D,good,poor,bad,U2,Unk,327.75,101.86,553.64,280.59,54.7,506.48,225.5,1,450,Yes
EU28,MED,91F0,"Riparian mixed forests of Quercus robur, Ulmus laevis and Ulmus minor, Fraxinus excelsior or Fraxinus angustifolia, along the great rivers (Ulmenion minoris)",N,25237,I,25237,mt,,,,Unk,,,1,U1,2GD,U2,2GD,U2,2GD,U2,MTX,U2,S,U2,D,nc,nong,D,poor,bad,bad,U2,Unk,,,,,,,,,,Yes
EU28,STE,91F0,"Riparian mixed forests of Quercus robur, Ulmus laevis and Ulmus minor, Fraxinus excelsior or Fraxinus angustifolia, along the great rivers (Ulmenion minoris)",N,8000,S,8000,,128,,,S,,mt,0MS,FV,0MS,U1,0MS,U1,0MS,U1,MTX,U1,S,U1,S,nc,nc,D,,,,U1,S,,82,82,,,,,46,46,Yes
EU28,CON,91F0,"Riparian mixed forests of Quercus robur, Ulmus laevis and Ulmus minor, Fraxinus excelsior or Fraxinus angustifolia, along the great rivers (Ulmenion minoris)",N,453338,S,453338,mt,,,,S,,,2XA,U1,2XA,U1,2XA,U2,2XA,U2,MTX,U2,D,U2,D,nc,nc,C,poor,poor,bad,U2,D,,,,,,,,,,Yes
EU28,ALP,91F0,"Riparian mixed forests of Quercus robur, Ulmus laevis and Ulmus minor, Fraxinus excelsior or Fraxinus angustifolia, along the great rivers (Ulmenion minoris)",N,7912.03,D,7912.03,mmt,35.28,16.79,53.76,D,35.28,mmt,1,U2,1,U2,2XA,U2,2XA,U2,MTX,U2,D,U2,D,nc,nc,C,bad,bad,bad,U2,D,,,,,,,,,,Yes
EU28,BOR,91F0,"Riparian mixed forests of Quercus robur, Ulmus laevis and Ulmus minor, Fraxinus excelsior or Fraxinus angustifolia, along the great rivers (Ulmenion minoris)",N,97180,S,97180,aeq,,,,Unk,,,0EQ,FV,2XA,XX,2XA,U1,2XA,U1,MTX,U1,Unk,U2,S,nong,nong,D,good,unknown,poor,U2,I,,,,,,,,,,Yes
EU28,PAN,91F0,"Riparian mixed forests of Quercus robur, Ulmus laevis and Ulmus minor, Fraxinus excelsior or Fraxinus angustifolia, along the great rivers (Ulmenion minoris)",N,62480.71,S,62480.71,mt,546.27,511.27,581.27,D,546.2,mmt,1,U1,1,U2,2XA,U2,2XA,U2,MTX,U2,D,U1,D,nong,nc,C,poor,bad,bad,U1,D,,,,,,,,,,Yes
EU28,BLS,91F0,"Riparian mixed forests of Quercus robur, Ulmus laevis and Ulmus minor, Fraxinus excelsior or Fraxinus angustifolia, along the great rivers (Ulmenion minoris)",N,5200,S,5200,,23.9,,,S,23.9,,0MS,FV,0MS,FV,0MS,FV,0MS,U1,MTX,U1,I,U1,S,nc,nong,B1,,,,U1,S,,23.9,23.9,,,,,,,Yes
EU28,MMED,1120,Posidonia beds (Posidonion oceanicae),Y,218162,Unk,218162,mt,8014.51,7694.11,8178.41,Unk,8014.51,mt,2XA,FV,2XA,U1,2XA,XX,2XA,U1,MTX,U1,Unk,U1,S,nc,nong,D,,,,U1,,,2933.99,,,414,,4541.74,,,Yes
EU28,MMED,1160,Large shallow inlets and bays,N,27137.1,Unk,27137.1,aeq,774.2,774.2,774.2,S,774.18,aeq,1,FV,1,FV,2XA,U2,2XA,U2,MTX,U2,Unk,XX,Unk,nong,nc,D,good,good,bad,XX,Unk,,,,,,,,,,Yes
EU28,MBLS,1160,Large shallow inlets and bays,N,4700,S,4700,aeq,136.1,134.6,137.6,S,136.1,aeq,1,XX,1,XX,2XA,XX,2XA,U1,MTX,U1,Unk,U1,S,nc,nong,D,unknown,unknown,unknown,U1,Unk,20,19,21,0.55,0.1,1,116.6,116.6,116.6,Yes
EU28,MBAL,1160,Large shallow inlets and bays,N,107994,S,107994,aeq,8964.8,8909.3,9020.2,S,8964.8,aeq,0EQ,FV,0EQ,FV,2XA,U2,2XA,U2,MTX,U2,I,U2,D,nc,nong,B1,good,good,bad,U2,I,732,576.9,887.16,6203,5810.53,6595.47,2030.74,1793.39,2268.08,Yes
EU28,MMAC,1160,Large shallow inlets and bays,N,9600,S,9600,x,6100,6100,6100,Unk,,x,0MS,XX,0MS,XX,0MS,XX,0MS,XX,MTX,XX,,FV,S,nong,nong,D,unknown,unknown,unknown,FV,Unk,,,,,,,,,,Yes
EU28,MATL,1160,Large shallow inlets and bays,N,79697,S,79697,aeq,28331.3,28256.3,28406.3,S,28331.7,mt,1,FV,2XA,FV,2XA,U2,2XA,U2,MTX,U2,Unk,U2,I,nc,nong,D,good,good,bad,U2,S,6478.3,6478.3,6478.3,8820.6,8820.6,8820.6,12567.4,12567.4,12567.4,Yes
EU28,BLS,1310,Salicornia and other annuals colonizing mud and sand,N,1800,I,1800,aeq,1.7,101.7,701.7,I,401.7,aeq,0EQ,FV,0EQ,FV,2GD,XX,2GD,U1,MTX,U1,I,U1,S,nc,nong,B1,good,good,unknown,U1,Unk,600,500,700,200,50,150,26.7,1.7,51.7,Yes
EU28,CON,1310,Salicornia and other annuals colonizing mud and sand,N,44163,S,44163,mt,339.54,335.58,344.56,I,339.54,mt,1,FV,2XA,U1,2XA,U1,2XA,U1,MTX,U1,D,U1,S,nc,nong,C,good,poor,poor,U1,S,271.9,221.6,322.2,55.81,5.51,106.11,26.06,0.42,51.7,Yes
EU28,MED,1310,Salicornia and other annuals colonizing mud and sand,N,82139,S,82139,mt,184.3,161.65,206.94,D,184.3,mt,1,FV,2GD,XX,2GD,U1,2GD,XX,MTX,U1,D,XX,D,nong,nc,C,good,unknown,poor,U1,D,145.88,145.88,145.88,8.59,8.59,8.59,32.58,27.08,38.08,Yes
EU28,BOR,1310,Salicornia and other annuals colonizing mud and sand,N,14806,S,14806,aeq,8.44,8.44,8.44,S,8.44,aeq,0EQ,FV,1,FV,2XA,U2,2XA,U2,MTX,U2,D,U1,D,nong,nc,C,good,good,bad,U1,D,5.56,5.06,6.06,2.63,2.13,3.13,0,0,0,Yes
EU28,ATL,1310,Salicornia and other annuals colonizing mud and sand,N,89644.03,S,89644.03,mt,219.82,217.69,221.95,Unk,219.8,mt,1,FV,1,U1,2XA,XX,2XA,U1,MTX,U1,Unk,U2,D,nong,nong,D,good,poor,unknown,U2,Unk,193.86,191.06,196.66,20.01,17.22,22.79,5.76,5.5,6.02,Yes
EU28,STE,1310,Salicornia and other annuals colonizing mud and sand,N,600,S,600,aeq,500,400,600,S,500,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,FV,S,nc,nc,A=,good,good,good,FV,S,450,400,500,125,50,200,25,0,50,Yes
EU28,BOR,2110,Embryonic shifting dunes,N,27645,S,27645,aeq,6.64,6.16,6.76,I,6.46,mt,0EQ,FV,1,U1,2XA,XX,2XA,U1,MTX,U1,I,U1,S,nc,nong,B1,good,poor,unknown,U1,S,4.46,3.93,4.98,0.45,0.45,0.45,1.1,1.1,1.1,Yes
EU28,MED,2110,Embryonic shifting dunes,N,74444.71,I,74444.71,aeq,,,,D,,mmt,1,FV,2GD,U2,2GD,U2,2GD,U2,MTX,U2,D,U2,S,nc,nong,C,good,bad,bad,U2,S,,,,,,,,,,Yes
EU28,BLS,2110,Embryonic shifting dunes,N,5500,S,5500,aeq,6.2,4.85,7.55,I,6.2,aeq,1,FV,1,FV,2XA,XX,0EQ,U1,MTX,U1,I,U1,S,nc,nong,B1,good,good,unknown,U1,Unk,2.5,2,3,0.3,0.1,0.5,4.85,4.65,5.05,Yes
EU28,CON,2110,Embryonic shifting dunes,N,25219,S,25219,mt,19.62,11.75,27.94,D,19.62,mmt,1,U1,1,U2,2XA,U2,2XA,U2,MTX,U2,D,U1,D,nong,nc,C,poor,bad,bad,U1,D,5.28,5.11,5.46,5.45,5.28,5.63,1.37,1.37,1.37,Yes
EU28,ATL,2110,Embryonic shifting dunes,N,78367.41,D,78467.41,mt,53.06,51.56,54.56,I,53.06,mt,1,U1,1,U1,2XA,U1,2XA,XX,MTX,U1,Unk,U1,S,nc,nong,D,poor,poor,poor,U1,Unk,,,,,,,,,,Yes
EU28,MAC,2110,Embryonic shifting dunes,N,56,S,56,aeq,2.05,2.05,2.05,S,2.05,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,U2,Unk,nong,nong,A=,good,good,good,U2,S,1.86,1.86,1.86,0.19,0.19,0.19,0,0,0,Yes
EU28,MED,2150,Atlantic decalcified fixed dunes (Calluno-Ulicetea),Y,24400,S,24400,aeq,,,,D,,,0EQ,FV,2GD,U2,2GD,U2,2GD,U2,MTX,U2,D,U1,S,gen,gen,C,good,bad,bad,U1,D,,,,,,,,,,Yes
EU28,ATL,2150,Atlantic decalcified fixed dunes (Calluno-Ulicetea),Y,20526.44,S,20526.44,mt,,,,D,,,1,U1,2GD,U1,2GD,U2,2GD,U2,MTX,U2,D,U2,S,nc,nong,C,poor,poor,bad,U2,D,,,,,,,,,,Yes
EU28,CON,2150,Atlantic decalcified fixed dunes (Calluno-Ulicetea),Y,2402,D,2576,aeq,1.63,1.28,1.97,S,1.63,mt,0MS,U1,0MS,U1,0MS,U2,0MS,U2,MTX,U2,Unk,U1,Unk,gen,nc,C,poor,poor,bad,U1,Unk,0.05,0.05,0.05,0.54,0.54,0.54,0.41,0,0.82,Yes
EU28,ATL,21A0,Machairs (* in Ireland),N-EXCP,11749.19,S,11749.19,aeq,147.68,147.68,147.68,S,147.68,mt,0EQ,FV,1,U1,2XA,FV,2XA,XX,MTX,U1,S,U1,I,nc,gen,B1,good,poor,good,U2,S,65.54,65.54,65.54,9.74,9.74,9.74,72.4,72.4,72.4,Yes
EU28,BOR,2320,Dry sand heaths with Calluna and Empetrum nigrum,N,10326.85,S,11297.21,lt,41.52,41.28,41.75,I,41.52,mmt,1,U1,1,U2,1,U1,2XA,U1,MTX,U2,I,U2,I,nc,nc,B1,,,,U2,I,30.36,28.36,32.36,5.78,5.78,5.78,5.52,3.13,7.9,Yes
EU28,CON,2320,Dry sand heaths with Calluna and Empetrum nigrum,N,1150,S,1150,mt,15.2,15.2,15.2,S,16,aeq,1,U1,1,U1,1,U2,2XA,U1,MTX,U2,Unk,U2,Unk,nc,nc,D,,,,U2,Unk,7.1,2.95,11.25,8.1,3.95,12.25,0.01,0.01,0.01,Yes
EU28,ATL,2320,Dry sand heaths with Calluna and Empetrum nigrum,N,7455,D,7455,mmt,33.49,33.46,33.51,S,33.49,mt,1,U2,1,U1,1,U2,2XA,U2,MTX,U2,Unk,U2,Unk,nc,nc,D,,,,U2,Unk,9.82,6.05,13.59,15.47,11.7,19.24,8.2,8.2,8.2,Yes
EU28,MED,5220,Arborescent matorral with Zyziphus,Y,19515,D,21195,lt,311.06,311.06,311.06,D,,,2XA,U1,2XA,U2,2XA,U1,2XA,U2,MTX,U2,D,U2,D,nc,nc,C,,,,U2,D,53.11,53.11,53.11,43.01,43.01,43.01,214.94,214.94,214.94,Yes
EU28,PAN,6240,Sub-Pannonic steppic grasslands,Y,,,,,,,,,,,2XA,FV,2XA,U1,2XA,U2,2XA,U2,MTX,U2,S,U1,S,nong,nc,D,,,,U1,,,,,,,,,,,Yes
EU28,ATL,6240,Sub-Pannonic steppic grasslands,Y,1561,S,1561,,0.13,,,S,0.14,lt,0MS,FV,0MS,U1,0MS,U1,0MS,U1,MTX,U1,D,U1,I,nc,gen,C,,,,U1,D,0.11,,,0.03,,,0,,,Yes
EU28,BLS,6240,Sub-Pannonic steppic grasslands,Y,1800,Unk,1800,,0.13,,,Unk,0.13,,0MS,XX,0MS,XX,0MS,XX,0MS,U1,MTX,U1,Unk,U1,S,nc,nong,D,,,,U1,Unk,,,,,,,0.13,,,Yes
EU28,ALP,6240,Sub-Pannonic steppic grasslands,Y,,,,,,,,,,,2XA,U2,2XA,U2,2XA,U1,2XA,U1,MTX,U2,D,U2,D,nc,nc,C,,,,U2,,,,,,,,,,,Yes
EU28,CON,6240,Sub-Pannonic steppic grasslands,Y,81851,,,,,,,,,,2GD,U2,2GD,U2,2GD,U2,2GD,U2,MTX,U2,Unk,U1,D,gen,nong,C,,,,U1,,,,,,,,,,,Yes
EU28,ATL,7240,Alpine pioneer formations of Caricion bicoloris-atrofuscae,Y,13964.32,S,13964.32,aeq,0.79,,,S,,x,0MS,FV,0MS,XX,0MS,U2,0MS,U2,MTX,U2,I,U2,I,nc,nc,B1,good,unknown,bad,U2,I,,0.1,0.21,,0.38,0.87,,,,Yes
EU28,MED,7240,Alpine pioneer formations of Caricion bicoloris-atrofuscae,Y,2900,Unk,,x,,0.18,0.18,D,,x,0MS,XX,0MS,XX,0MS,XX,0MS,XX,MTX,XX,D,XX,,nong,nong,D,unknown,unknown,unknown,,D,,,,,,,0.18,0.18,0.18,Yes
EU28,CON,7240,Alpine pioneer formations of Caricion bicoloris-atrofuscae,Y,100,,,,,0.02,0.02,,,,0MS,XX,0MS,XX,0MS,XX,0MS,XX,MTX,XX,,,,nc,nc,D,,,,,,,,,,,,,,,No
EU28,ALP,7240,Alpine pioneer formations of Caricion bicoloris-atrofuscae,Y,,S,,mt,,,,I,,mt,2GD,XX,2GD,U1,2GD,U1,2GD,U1,MTX,U1,S,U2,D,nong,nong,D,,,,U2,D,,,,,,,,,,Yes
EU28,ALP,8340,Permanent glaciers,N,53746,D,53746,mmt,1315,1281,1349,D,1861,mmt,1,U2,0EQ,U2,0EQ,U2,0EQ,U2,MTX,U2,D,U2,D,nc,nc,C,,,,U2,D,291,,,909,,,12,,,Yes
EU28,BOR,9020,"Fennoscandian hemiboreal natural old broad-leaved deciduous forests (Quercus, Tilia, Acer, Fraxinus or Ulmus) rich in epiphytes",Y,326814,S,326814,aeq,430.22,413.4,447.03,D,470.22,mt,0EQ,FV,1,U2,2XA,U2,2XA,U2,MTX,U2,D,U2,I,nc,nong,C,good,bad,bad,U2,D,113.16,105.81,120.5,117.03,102.96,131.1,199.03,199.03,199.03,Yes
EU28,CON,9020,"Fennoscandian hemiboreal natural old broad-leaved deciduous forests (Quercus, Tilia, Acer, Fraxinus or Ulmus) rich in epiphytes",Y,20000,S,20000,aeq,10,10,10,I,50,aeq,0MS,FV,0MS,U2,0MS,U2,0MS,U2,MTX,U2,S,U2,Unk,nc,nong,D,good,bad,bad,U2,Unk,5,5,5,3,3,3,2,2,2,Yes
EU28,MED,9270,Hellenic beech forests with Abies borisii-regis,N,2245,S,,aeq,564.23,,,S,,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,FV,,nc,nc,A=,good,good,good,FV,S,,507.81,507.81,,,,,56.42,56.42,Yes
EU28,ALP,9270,Hellenic beech forests with Abies borisii-regis,N,3700,S,3700,,5.91,,,S,5.91,,0MS,FV,0MS,FV,2GD,U1,2GD,U1,MTX,U1,I,U1,S,nc,nong,B1,,,,XX,,,,,,,,,,,Yes
EU28,CON,9270,Hellenic beech forests with Abies borisii-regis,N,,,,,,,,,,,0MS,FV,0MS,FV,2GD,U1,2GD,U1,MTX,U1,S,XX,Unk,nong,nong,D,,,,XX,,,,,,,,,,,Yes
EU28,MED,9310,Aegean Quercus brachyphylla woods,N,504,S,504,aeq,3.47,,,S,3.47,aeq,0MS,FV,0MS,FV,0MS,U1,0MS,FV,MTX,U1,I,FV,,nong,nong,B2,,,,FV,I,0,0,0,0.69,0.69,0.69,2.78,2.78,2.78,Yes
EU28,MMED,1180,Submarine structures made by leaking gases,N,,Unk,,,,,,,,,0EQ,XX,0EQ,XX,0EQ,XX,0EQ,XX,MTX,XX,,XX,,nc,nc,D,,,,XX,,,,,,,,,,,Yes
EU28,MBLS,1180,Submarine structures made by leaking gases,N,1110,S,1110,aeq,50,50,,Unk,50,aeq,0MS,FV,0MS,FV,0MS,XX,0MS,FV,MTX,FV,Unk,FV,,nc,nc,A=,,,,FV,Unk,0,0,0,0,0,0,50,50,,Yes
EU28,MATL,1180,Submarine structures made by leaking gases,N,35485,Unk,,x,,252.3,,Unk,,x,2GD,XX,2GD,XX,2GD,XX,2GD,XX,MTX,XX,Unk,XX,S,nc,nong,D,,,,XX,S,,25,,,0,,,227.3,,Yes
EU28,CON,1330,Atlantic salt meadows (Glauco-Puccinellietalia maritimae),N,43161,S,43161,aeq,289.05,283.53,294.56,Unk,289.05,,0EQ,FV,1,U1,2XA,U2,2XA,U2,MTX,U2,D,U2,D,nc,nc,C,good,poor,bad,U2,D,121.76,84.28,159.23,167.3,129.82,204.77,2.76,0,5.52,Yes
EU28,BOR,1330,Atlantic salt meadows (Glauco-Puccinellietalia maritimae),N,3700,S,3700,aeq,9,9,9,S,9,aeq,0MS,FV,0MS,FV,0MS,U2,0MS,U2,MTX,U2,S,U2,S,nc,nc,D,good,good,bad,U2,S,4.5,4.5,4.5,4.5,4.5,4.5,0,0,0,Yes
EU28,MED,1330,Atlantic salt meadows (Glauco-Puccinellietalia maritimae),N,900,S,900,aeq,,,,D,,aeq,0MS,FV,0MS,U1,0MS,U1,0MS,U1,MTX,U1,D,U1,Unk,nc,nong,C,good,poor,poor,U1,D,,,,,,,,,,Yes
EU28,ATL,1330,Atlantic salt meadows (Glauco-Puccinellietalia maritimae),N,137494,S,137494,aeq,1159.6,1158.67,1160.82,S,1159.6,mt,0EQ,FV,1,U1,2XA,U2,2XA,U2,MTX,U2,D,U2,S,nc,gen,C,good,poor,bad,U2,D,634.06,568.98,699.13,339.6,274.67,404.54,186.35,178.85,193.84,Yes
