featuretype,country,region,featurecode,featurename,measures_needed,measures_status,measures_purpose,measures_location,measures_response,measures_info,use_for_statistics
habitats,IT,MED,5130,Juniperus communis formations on heaths or calcareous grasslands,Yes,taken,maintain,inOut,lonTerm,,Yes
habitats,IT,MED,7150,Depressions on peat substrates of the Rhynchosporion,Yes,taken,maintain,in,medTerm,,Yes
habitats,IT,MED,91B0,Thermophilous Fraxinus angustifolia woods,Yes,taken,maintain,inOut,lonTerm,,Yes
habitats,LT,BOR,9190,Old acidophilous oak woods with Quercus robur on sandy plains,Yes,ident,,,,,Yes
habitats,LT,BOR,91T0,Central European lichen Scots pine forests,Yes,ident,,,,,Yes
habitats,LU,CON,3140,Hard oligo-mesotrophic waters with benthic vegetation of Chara spp.,Yes,taken,increase,inOut,medTerm,,Yes
habitats,LU,CON,9180,"Tilio-Acerion forests of slopes, screes and ravines",Yes,taken,increase,inOut,lonTerm,Adapt/manage reforestation and forest regeneration: accompanied by GIS-based identification of potential sites.,Yes
habitats,LU,CON,91D0,Bog woodland,Yes,taken,maintain,inOut,lonTerm,,Yes
habitats,LV,BOR,2170,Dunes with Salix repens ssp. argentea (Salicion arenariae),Yes,taken,maintain,in,medTerm,,Yes
habitats,LV,BOR,3260,Water courses of plain to montane levels with the Ranunculion fluitantis and Callitricho-Batrachion vegetation,Yes,taken,maintain,inOut,lonTerm,CX  	Measures outside the Member State,Yes
habitats,LV,BOR,4030,European dry heaths,Yes,taken,maintain,in,medTerm,The management plans are developed currently for 2 N2000 sites where habitat occur - Sventajas upes ieleja and Garkalnes meži. N2000 management plans will identify management activities and conservation aims for these sites.,Yes
habitats,LV,BOR,5130,Juniperus communis formations on heaths or calcareous grasslands,Yes,taken,maintain,in,medTerm,,Yes
habitats,LV,BOR,6270,Fennoscandian lowland species-rich dry to mesic grasslands,No,,,,,Open habitat types that are registered in Nature data base "Ozols" is not allowed to register as forest land. The Rural Support Service manages payments for seminatural grassland management and while receiving payment it is not allowed to destroy grassland.,Yes
habitats,LV,BOR,7120,Degraded raised bogs still capable of natural regeneration,Yes,taken,maintain,inOut,lonTerm,The main purpose is to restore this habitat areas to habitats 7110* or 91D0*,Yes
habitats,LV,BOR,7140,Transition mires and quaking bogs,Yes,taken,maintain,in,medTerm,,Yes
habitats,LV,BOR,7160,Fennoscandian mineral-rich springs and springfens,Yes,taken,maintain,in,medTerm,,Yes
habitats,LV,BOR,9180,"Tilio-Acerion forests of slopes, screes and ravines",Yes,taken,maintain,in,medTerm,Activities regarding protection (restriction of cutting) are implemented mainly in Natura 2000 areas where specific zoning exist. Outsite protected areas and microreserves no specific protection regime exist.,Yes
habitats,NL,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,Yes,taken,restore,inOut,medTerm,Many succesful restoration projects for 4010 involved measures related to the hydrology at the landscape level (PAS),Yes
habitats,PL,ALP,3220,Alpine rivers and the herbaceous vegetation along their banks,No,,,,,"3 reports obtained: 2 reports - measures not needed, 1 report measures needed",Yes
habitats,PL,ALP,91E0,"Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)",Yes,taken,maintain,inOut,lonTerm,,Yes
habitats,PL,CON,6520,Mountain hay meadows,Yes,taken,maintain,in,medTerm,"Response to the measures: 1/3 Short-term, 1/3 Medium-term, 1/3 Long-term
CA03 - 33% of measures taken, CA04 - 33% of measures taken",Yes
habitats,PL,CON,91T0,Central European lichen Scots pine forests,Yes,taken,maintain,in,lonTerm,,Yes
habitats,PT,ATL,1230,Vegetated sea cliffs of the Atlantic and Baltic Coasts,Yes,taken,restore,inOut,medTerm,,Yes
habitats,PT,ATL,2130,Fixed coastal dunes with herbaceous vegetation ("grey dunes"),Yes,ident,,,medTerm,,Yes
habitats,PT,ATL,2230,Malcolmietalia dune grasslands,Yes,ident,,,medTerm,,Yes
habitats,PT,ATL,6430,Hydrophilous tall herb fringe communities of plains and of the montane to alpine levels,Yes,ident,,,,"The implementation of any management measure is not known. For this reason, the required fields 8.4 and 8.5 have not been filled.",Yes
habitats,PT,MED,3110,Oligotrophic waters containing very few minerals of sandy plains (Littorelletalia uniflorae),Yes,ident,,,medTerm,,Yes
habitats,PT,MED,4020,Temperate Atlantic wet heaths with Erica ciliaris and Erica tetralix,Yes,ident,,,,"The implementation of any management measure is not known. For this reason, the required fields 8.4 and 8.5 have not been filled.",Yes
habitats,PT,MED,8210,Calcareous rocky slopes with chasmophytic vegetation,Yes,taken,restore,inOut,medTerm,,Yes
habitats,PT,MED,9160,Sub-Atlantic and medio-European oak or oak-hornbeam forests of the Carpinion betuli,Yes,ident,,,medTerm,,Yes
habitats,PT,MED,92D0,Southern riparian galleries and thickets (Nerio-Tamaricetea and Securinegion tinctoriae),Yes,ident,,,,"The implementation of any management measure is not known. For this reason, the required fields 8.4 and 8.5 have not been filled.",Yes
habitats,PT,MED,9330,Quercus suber forests,Yes,ident,,,medTerm,CB15 - related to tillage practices in forestry,Yes
habitats,RO,ALP,3220,Alpine rivers and the herbaceous vegetation along their banks,Yes,taken,maintain,in,medTerm,,Yes
habitats,RO,ALP,4030,European dry heaths,No,,,,,,Yes
habitats,RO,ALP,8210,Calcareous rocky slopes with chasmophytic vegetation,Yes,taken,maintain,in,medTerm,,Yes
habitats,RO,ALP,91D0,Bog woodland,No,,,,,,Yes
habitats,RO,ALP,91E0,"Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)",No,,,,,,Yes
habitats,RO,ALP,91L0,Illyrian oak-hornbeam forests (Erythronio-Carpinion),No,,,,,,Yes
habitats,RO,BLS,1310,Salicornia and other annuals colonizing mud and sand,Yes,taken,maintain,in,medTerm,,Yes
habitats,RO,BLS,2110,Embryonic shifting dunes,Yes,taken,maintain,in,srtTerm,,Yes
habitats,RO,CON,3140,Hard oligo-mesotrophic waters with benthic vegetation of Chara spp.,Yes,taken,maintain,inOut,medTerm,,Yes
habitats,RO,CON,3260,Water courses of plain to montane levels with the Ranunculion fluitantis and Callitricho-Batrachion vegetation,Yes,taken,maintain,inOut,medTerm,,Yes
habitats,RO,STE,40C0,Ponto-Sarmatic deciduous thickets,No,,,,,,Yes
habitats,SE,ALP,7160,Fennoscandian mineral-rich springs and springfens,Yes,ident,,,lonTerm,Measures are taken which often leads to a great improvement on local scale but not on biogeographical level. The extent and rate of measures needs to be intensified.,Yes
habitats,SE,BOR,2330,Inland dunes with open Corynephorus and Agrostis grasslands,Yes,ident,,,lonTerm,"Conservation measures are taken that maintain and restore habitat status. However, both the extent and the rate of measures need to be intensified to improve conservation status at the biogeographical scale. The list of conservation measures was based on information given by county administrative boards (that coordinate and perform most of the conservation measures on the regional scale). In addition, more broad-scale habitat management (e.g. CA03 that highlights for example grazing with financial subsidies from EU) is also listed.",Yes
habitats,SE,BOR,8240,Limestone pavements,Yes,ident,,,lonTerm,"Conservation measures are taken that maintain and restore habitat status. However, both the extent and the rate of measures need to be intensified to improve conservation status at the biogeographical scale. The list of conservation measures was based on information given by county administrative boards (that coordinate and perform most of the conservation measures on the regional scale). In addition, measures related to more broad-scale habitat management (e.g. CA03 that highlights for example grazing with financial subsidies from EU) are also listed.",Yes
habitats,SE,BOR,9030,Natural forests of primary succession stages of landupheaval coast,Yes,ident,,,lonTerm,The measures are expected to counteract the pressures and threats listed in the previous sections (Berglund 2019). The codes and titles of the measures reviewed agree with the report format (DG Environment 2017).,Yes
habitats,SE,BOR,9060,"Coniferous forests on, or connected to, glaciofluvial eskers",Yes,ident,,,lonTerm,The measures are expected to counteract the pressures and threats listed in the previous sections (Berglund 2019). The codes and titles of the measures reviewed agree with the report format (DG Environment 2017).,Yes
habitats,SE,CON,1230,Vegetated sea cliffs of the Atlantic and Baltic Coasts,No,,,,,No measures are identified.,Yes
habitats,SE,CON,3110,Oligotrophic waters containing very few minerals of sandy plains (Littorelletalia uniflorae),Yes,ident,,,lonTerm,Measures are taken which often leads to a great improvement on local scale but not on biogeographical level. The extent and rate of measures needs to be intensified.,Yes
habitats,SE,CON,3260,Water courses of plain to montane levels with the Ranunculion fluitantis and Callitricho-Batrachion vegetation,Yes,ident,,,lonTerm,Measures are taken which often leads to a great improvement on local scale but not on biogeographical level. The extent and rate of measures needs to be intensified.,Yes
habitats,SE,CON,6430,Hydrophilous tall herb fringe communities of plains and of the montane to alpine levels,Yes,ident,,,lonTerm,"Conservation measures are taken that maintain and restore habitat status. However, both the extent and the rate of measures need to be intensified to improve conservation status at the biogeographical scale. The list of conservation measures was based on information given by county administrative boards (that coordinate and perform most of the conservation measures on the regional scale). In addition, measures related to more broad-scale habitat management (e.g. CA03 that highlights for example grazing with financial subsidies from EU) are also listed.",Yes
habitats,SE,CON,9130,Asperulo-Fagetum beech forests,Yes,ident,,,lonTerm,The measures are expected to counteract the pressures and threats listed in the previous sections (Berglund 2019). The codes and titles of the measures reviewed agree with the report format (DG Environment 2017).,Yes
habitats,SE,CON,9190,Old acidophilous oak woods with Quercus robur on sandy plains,Yes,ident,,,lonTerm,The measures are expected to counteract the pressures and threats listed in the previous sections (Berglund 2019). The codes and titles of the measures reviewed agree with the report format (DG Environment 2017).,Yes
habitats,SI,ALP,6520,Mountain hay meadows,Yes,ident,,,,,Yes
habitats,SI,ALP,7220,Petrifying springs with tufa formation (Cratoneurion),No,,,,,,Yes
habitats,SI,ALP,91K0,Illyrian Fagus sylvatica forests (Aremonio-Fagion),Yes,taken,maintain,inOut,lonTerm,,Yes
habitats,SI,CON,1410,Mediterranean salt meadows (Juncetalia maritimi),Yes,taken,maintain,in,medTerm,,Yes
habitats,SI,CON,8210,Calcareous rocky slopes with chasmophytic vegetation,No,,,,,,Yes
habitats,SK,ALP,5130,Juniperus communis formations on heaths or calcareous grasslands,Yes,taken,maintain,inOut,lonTerm,,Yes
habitats,SK,ALP,6410,"Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)",Yes,taken,maintain,inOut,lonTerm,,Yes
habitats,SK,ALP,7220,Petrifying springs with tufa formation (Cratoneurion),Yes,taken,maintain,inOut,lonTerm,,Yes
habitats,SK,ALP,91F0,"Riparian mixed forests of Quercus robur, Ulmus laevis and Ulmus minor, Fraxinus excelsior or Fraxinus angustifolia, along the great rivers (Ulmenion minoris)",Yes,taken,maintain,inOut,lonTerm,,Yes
habitats,SK,ALP,91G0,Pannonic woods with Quercus petraea and Carpinus betulus,Yes,taken,maintain,inOut,lonTerm,,Yes
habitats,SK,PAN,3270,Rivers with muddy banks with Chenopodion rubri p.p. and Bidention p.p. vegetation,Yes,taken,maintain,inOut,lonTerm,,Yes
habitats,SK,PAN,7140,Transition mires and quaking bogs,Yes,taken,maintain,inOut,lonTerm,,Yes
habitats,SK,PAN,8160,Medio-European calcareous scree of hill and montane levels,Yes,taken,maintain,inOut,lonTerm,,Yes
habitats,SK,PAN,8220,Siliceous rocky slopes with chasmophytic vegetation,Yes,taken,maintain,inOut,lonTerm,,Yes
habitats,UK,ATL,3110,Oligotrophic waters containing very few minerals of sandy plains (Littorelletalia uniflorae),Yes,taken,restore,inOut,medTerm,,Yes
habitats,UK,ATL,4030,European dry heaths,Yes,taken,restore,inOut,medTerm,,Yes
habitats,UK,ATL,4080,Sub-Arctic Salix spp. scrub,Yes,taken,restore,in,medTerm,,Yes
habitats,UK,ATL,5130,Juniperus communis formations on heaths or calcareous grasslands,Yes,taken,increase,inOut,medTerm,,Yes
habitats,UK,ATL,8310,Caves not open to the public,Yes,ident,,,,,Yes
habitats,UK,MATL,1170,Reefs,Yes,taken,restore,inOut,medTerm,"For details on approaches taken in this section see JNCC website for the 2019 UK Approach Document and relevant country/offshore-level reporting information.
8.1b)Measures have been identified and taken in UK inshore areas. In the offshore area some measures are in place, however, a number of proposals have been recommended for the majority of offshore sites but have not been submitted yet to the European Commission (EC). Please see offshore-level reporting information (JNCC website) for more details. 
8.5- There were often more than ten pressures, threats (of high or medium importance), or conservation measures identified, and an aggregation method was used to identify the top ten of each. As a result the top ten lists for the habitat may not correspond with each other. For example, a pressure may be in the reported top ten list, but the corresponding conservation measure might not appear in the top ten list of conservation measures. This does not mean that the measure is not in place, but instead it is in the extended list of measures that did not make the top ten but are detailed in the additional information section.
The following conservation measures were also identified, however, a maximum of 10 could be listed: CF03- Reduce impact of outdoor sports, leisure and recreational activities, CN01- Adopt climate change mitigation measures, CC01- Adapt/manage extraction of non-energy resources, CG15- Other measures related to exploitation of species, CF02- Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities, CH03- Reduce impact of other specific human actions, CG05- Reduce bycatch and incidental killing of non-target species, CF12- Other measures related to residential, commercial, industrial and recreational infrastructures, operations and activities, CC11- Manage/reduce/eliminate marine pollution from resource exploitation and energy production, CG02- Management of hunting, recreational fishing and recreational or commercial harvesting or collection of plants, CG04- Control/eradication of illegal killing, fishing and harvesting, CF08- Reduce/eliminate marine contamination with litter, CI03- Management, control or eradication of other invasive alien species, CC06- Reduce impact of service corridors and networks",Yes
